员工ID,真实姓名,身份证号,上级ID
wgk387,王耿,412825197012391657,cyx435
yszk727,姚淑珍,210621196812092861,cyx435
dxqk523,董秀琴,210212196403318647,cyx435
dxqk524,董秀琴,210212196403520479,cyx435
dxqk525,董秀琴,210212196403648150,cyx435
cjhk654,陈敬和,210212195702051837,cyx435
dxqk526,董秀琴,210212196403074916,cyx435
chdk834,陈海东,230107197310950273,cyx435
lcpk226,李长平,222403198201147085,cyx435
yfk321,殷福,230229196806564139,cyx435
ylb812,岳历斌,230208197809354978,yh002
jfy296,姜凤英,220102194706251763,yh002
dsx172,董淑贤,210219194802408326,yh002
wcg232,王朝刚,513027197305835647,yh002
lal726,刘爱莲,210211195008423810,yh002
wcy023,王春艳,230183195508971628,yh002
cl611,丛林,220105198908238761,yh002
ltl697,李天玲,220104197403532097,cl611
htm623,韩铁梅,220105197008340251,cl611
lgq127,刘桂芹,220102195510758103,cl611
ly128,李影,220102195704934820,cl611
llh850,李丽华,220104195308347861,cl611
lh422c,李华,220422196401341982,cl611
jw324,金伟,220104196702912037,cl611
ssh310,孙淑华,220105196005395047,cl611
llh852,李丽华,220104195308683249,cl611
ccs503,丛传顺,220105196312590186,cl611
tm918,田蜜,220105197909135482,cl611
fmy817,范铭宇,220105199205794125,cl611
lxb838,李宪彬,220111196101679243,cl611
lj526,刘俊,220111197409754180,cl611
zmf655,张敏范,220104196408780143,cl611
lyx557,刘永秀,220111195102384075,cl611
lyc539,刘永昌,220102194811715896,cl611
lyq801,刘永琪,220102195511204836,cl611
bxh265,柏晓华,220102196302548269,cl611
ccs505,丛传顺,220105196312740156,cl611
zl547,张丽,220106198601589016,cl611
zlj333,张丽娟,220102195709862475,cl611
wyh366,王永红,220104195712459072,cl611
ssy824,孙淑云,220102195607460179,cl611
myj661,马永杰,210423195801982350,cl611
lyx555,刘永秀,220111195102849507,cl611
lj016,刘杰,220105195910597016,cl611
lf263,刘峰,220102195205035894,cl611
zmf656,张敏范,220104196408602934,cl611
bb509,白波,321102197010520934,cl611
lcj797,吕长军,220105197204082154,cl611
zsx856c,丛传顺,220105196312316904,cl611
zxl965,战晓玲,379009197510604195,cl611
lxb839,李宪彬,220111196101375498,cl611
lgq128,刘桂芹,220102195510470983,cl611
lg268,李刚,370625196810480651,cl611
gal590,高爱玲,370625196712451793,cl611
htm132,韩铁梅,220105197008538627,cl611
lrl964,刘瑞龙,220103195202259376,cl611
mxl591,穆秀玲,370625196806210543,cl611
gsw771,高淑文,220102195204346512,cl611
lcj975,吕长军,220105197204780641,cl611
lyf625,刘永芳,220102196502703192,cl611
mxl592,穆秀玲,370625196806142693,cl611
fbt999,范博涛,220104196312469831,cl611
zl548,张丽,220106198601302758,cl611
wsf999,王淑芬,220105195402147659,cl611
zzl724,张振兰,230223195606734152,cl611
llh855,李丽华,220104195308750149,cl611
ly129,李影,220102195704306485,cl611
ch888c,陈浩,220105198510412837,cl611
lsl339,柳树玲,220105196304183094,cl611
ykx758,杨可新,220102196308134072,cl611
yhy527,尹海燕,370726197906471326,cl611
smh069,桑明辉,220103196904758106,cl611
zl070,郑丽,220102197102857290,cl611
zyf831,张永芳,370625196807360275,cl611
ldp039,李大鹏,210102198307854193,yh002
zyh326,郑艳宏,210122196407926148,ldp039
cxr645,陈喜荣,220402196801859276,zyh326
mbj531,马宝军,210122196905235617,cxr645
wd716,王东,210122197909678123,cxr645
zyx929,郑艳侠,210122195503912430,zyh326
csx960,郑艳宏,210122196407410528,zyh326
wsq320,王诗棋,210122199207964705,zyh326
cxr646,陈喜荣,220402196801706538,zyh326
wyz541,闻英姿,210122197111820316,zyh326
ggl298,郑艳宏,210122196407791840,zyh326
wjl933,魏金玲,210122196512736201,zyh326
zz842,郑重,210122198805318270,zyh326
lgj829,李根杰,210122196602067128,zyh326
wxz745,王秀珍,210122195708214753,zyh326
wzl811,王振利,210122196606132097,zyh326
lly990,刘丽艳,210122195803716083,zyh326
wyz545,闻英姿,210122197111026178,zyh326
lwk678,李维坤,211002195101302561,ldp039
lyj715,陈海东,230107197310850792,ldp039
hap888,何爱萍,132430196902186920,lyj715
zal282,赵安丽,210102195102241865,ldp039
zyh764,张玉华,220519195902160389,ldp039
xyf792,谢运芳,522623196501314659,yh002
lwf688,李魏飞,522601196510826091,xyf792
wl027,王莉,522601196511820649,lwf688
fg888,李魏飞,522601196510137825,lwf688
lyx026,李彦欣,522601199902049736,lwf688
qyq927,覃燕琼,450404196607369174,lwf688
ljc925,刘纪辰,450404199406321496,qyq927
yxl258,杨小龙,522627198902276031,qyq927
ltk876,李桃葵,450403198209918523,qyq927
fxz188,范贤洲,522601195911392148,qyq927
qmq695,覃美琼,450411196901910823,qyq927
zyj232,甄玉娟,210213196910541908,qyq927
slg935,尚利鸽,411023198509769038,qyq927
ljy889,李锦炎,450404198008652081,qyq927
zyj233,甄玉娟,210213196910134082,qyq927
ljy789,李锦炎,450404198008821067,qyq927
jcr021,江春荣,522632196504607912,lwf688
zsz887,周尚智,522601196206014679,lwf688
lzh525,刘芝慧,522123199111369841,lwf688
yf611,杨飞,522130198611429617,lzh525
zzk779,周芷伉,522424199008230718,lzh525
yf612,杨飞,522130198611852647,lzh525
lzm066,刘芝敏,522123198807348620,lzh525
yb687,杨波,522130198505108679,lzh525
fj139,付建,520181198709380215,lzh525
qyq928,覃燕琼,450404196607513482,lwf688
yzy770,杨再玉,522630198602012596,lwf688
wgj959,吴国军,522629196804697534,lwf688
wgj960,吴国军,522629196804376148,lwf688
pzh085,潘忠惠,522601195802157869,lwf688
flq961,冯麟淇,522622198903658093,lwf688
zlq937,覃燕琼,450404196607246715,lwf688
wnm582,吴聂铭,522629199607798240,lwf688
xyf793,谢运芳,522623196501142093,xyf792
zhj074,张海靖,522623199608624158,xyf792
xyf796,谢运芳,522623196501356904,xyf792
drj072,董仁杰,210212195601079312,yh002
zyl025,张应莲,522623197403465923,yh002
zmr751,祝美荣,210202196309318704,yh002
zj283,张杰,210202196109397648,yh002
zj288,张杰,210202196109835910,zj283
ltt283,罗婷婷,210204199006517639,zj288
sqy686,宋清云,210225196810269435,zj283
zhy290,张洪英,210204195306651092,sqy686
yyx973,姚玉香,210212195605937018,sqy686
lkj187,刘奎吉,210219196607071325,zj283
ntk691,南铁昆,210219197112671439,lkj187
ly069,龙英,522623196612642873,yh002
bxh264,柏晓华,220102196302410768,yh002
zmf826,张敏范,220104196408504918,yh002
ssy823,孙淑云,220102195607521864,yh002
sjq229,孙继琴,229001196904097845,yh002
wy171,王燕,220104196505390526,yh002
wsq221,魏淑芹,220105196101265984,yh002
wsf998,王淑芬,220105195402035794,yh002
lfz725,李凤珍,210222195612456328,yh002
gmq848,郭美琴,210219196401539860,yh002
yxe525,于秀娥,210804196410248970,yh002
ll127,罗磊,230207196909138465,yh002
ljc712,李金昌,210219194910248795,yh002
qyq929,覃燕琼,450404196607269541,yh002
bsh541,白淑华,210221195308508792,yh002
wpz670,王平珍,522623196709721539,yh002
ysw389,闫士微,220521198304879502,yh002
sq371,孙强,610112197410192853,yh002
cly999,陈立英,210122196803910486,yh002
ggj143,郑艳宏,210122196407569810,yh002
lws780,李文升,210122198012724351,yh002
wj326,魏菊,210122197511195643,yh002
lg265,李刚,370625196810601794,yh002
fbt888,范博涛,220104196312567892,yh002
yh386,于华,211102194803108234,yh002
ymx729,于美香,210211196208059276,yh002
lwl888,李旺龙,140322195610903452,yh002
sy636,石岩,210222195504145689,yh002
ddy981,董德英,210225196210836049,sy636
ddy988,董德英,210225196210532698,ddy981
zw768,赵伟,210211195901609187,yh002
gyy787,郐云英,210221196301621835,yh002
yj839,杨杰,210203195708174286,yh002
wjs997,王金胜,230803196809463518,yj839
zyh229,张银花,231083198506324718,wjs997
bxm977,卜晓明,210213197111598431,wjs997
tfq090,田丰清,210222197411738562,wjs997
zj832,张君,210221196609057649,wjs997
wlp584,王丽萍,210221196006014726,wjs997
wn131,王妮,210221198503210958,wjs997
wyx878,王永贤,210221195904245973,wjs997
lsj119,刘淑君,230834197106728456,wjs997
lxd153,李秀德,210221196211106724,wjs997
zyh997,张银花,231083198506629350,wjs997
yj832,杨杰,210203195708268457,yj839
clh989,丛丽华,210212196010314076,yj839
ww069,王卫,210211195606652438,yj839
spy772,宋谱云,210202195104309684,yj839
lrq542,刘润强,210202195712370659,yj839
zcj177,周臣君,210202195508758190,lrq542
tgh828,童国华,210211195609716428,yj839
yyz889,杨雅涿,210202199912698501,tgh828
lgx777,刘桂香,210782196704138065,yyz889
ly597,李艺,210202197402714820,yyz889
lgx889,刘桂香,210782196704297645,yyz889
wt532,王婷,210212199404043219,tgh828
fzt081,傅志涛,210212195903652940,wt532
xsr350,相守荣,210211196603794203,wt532
car239,陈爱荣,210211196305283917,tgh828
zjf3625,张金凤,210204195611653012,car239
zjf310,张金凤,210204195611423108,zjf3625
hsr282,何淑荣,210104196803648253,zjf3625
xqy866,辛庆元,zjf3625243607,zjf3625
wye875,王永恩,210204195409672913,car239
syj211,孙燕娟,230104195608630549,tgh828
zj782,郑杰,210211195507683107,tgh828
sjf573,孙金凤,210211195910251078,tgh828
pbd777,彭宝灯,371321198309740825,yj839
psy555,彭善英,372832197101387056,pbd777
lxl793,李祥玲,372832196510769013,psy555
gt380,高婷,372832197711473520,psy555
gll900,高莉莉,371321197906092137,gt380
gxh675,国兴花,372832197812245138,gt380
hyz687,黄宜芝,372832196909657830,psy555
lzj588,李振劲,372832196107346208,psy555
pbd888,彭宝灯,371321198309617084,pbd777
pxw978,彭洪学,372832195910948027,yj839
zlm222,周立民,210203194303859164,yj839
jxy022,荆秀云,220622195702149537,yj839
spy773,宋谱云,210202195104592471,yj839
yj833,杨杰,210203195708203841,yj839
zhy333,张红英,210204195401843275,yj839
zwj889,翟文举,210202195809253760,zhy333
csh099,崔韶华,210204194404928156,zhy333
csh199,崔韶华,210204194404254386,csh099
lxh592,赖秀花,210202195504315029,csh099
jml654,姜美玲,210202195508605842,csh099
zhy444,张红英,210204195401456718,zhy333
wmy333,王美英,210204194108345671,zhy333
lsf226,刘淑芬,230203195510486021,zhy333
hxy322,黄秀英,210211195801826047,zhy333
mxh228,牟心华,210219195307087192,yj839
mxl527,牟秀丽,210211195908281490,mxh228
wjx790,王金香,210211194702058296,mxh228
mxh229,牟心华,210219195307798012,mxh228
swx571,孙文香,210202194307420769,mxh228
swq762,孙文岐,210219195405467082,mxh228
mff169,慕福凤,210203196201314768,mxh228
zm357,邹敏,210202194701605721,mff169
zm358,邹敏,210202194701732061,zm357
zm359,邹敏,210202194701286041,zm357
wy001d,王阳,210202198603156984,mff169
hxf812,韩秀芬,210204194005968072,wy001d
wy002d,王阳,210202198603245190,wy001d
mff170,慕福凤,210203196201907235,mff169
wfx272,王凤翔,210202196007854192,mff169
shl418,宋惠玲,210202194411132564,mxh228
lch819,柳春华,210211196104198720,mxh228
cth263,楚廷豪,211204194404509368,mxh228
csw816,崔淑文,210204197111571028,mxh228
hln776,侯丽娜,210204195403629805,mxh228
hln777,侯丽娜,210204195403027958,hln776
hlm791,侯丽美,210202196112236507,mxh228
cj758,陈晶,210211195101490873,yj839
ww666,王卫,210211195606396104,yj839
zsz128,赵淑珍,210204195110581347,yj839
zxl968,张秀兰,210202195203725498,zsz128
msj677,马世晶,210203196111352641,zsz128
zsm143,张树梅,210202193912713295,yj839
zsh378,周淑华,370622194907756984,zsm143
zsm145,张树梅,210202193912589203,zsm143
zsh379,周淑华,370622194907179305,zsm143
yj834,杨杰,210203195708697013,yj839
gnx918,宫秀香,210212194404592087,yj839
otr585,欧恬瑞,S1205585D734516,yj839
gnx919,宫秀香,210212194404716254,yj839
jxy023,荆秀云,220622195702930286,yj839
ssm408,时述民,210202195212081394,yj839
zsz129,赵淑珍,210204195110598432,yj839
ljh355,刘艳娥,210221194507367982,yj839
xcy528,肖成英,210212195711932158,yj839
hyz333,韩玉珍,210422196607012897,yj839
xql915,谢巧灵,411325198911548067,yj839
clh988,丛丽华,210212196010568472,yj839
hyz666,韩玉珍,210422196607532476,yj839
hxf813,韩秀芬,210204194005573489,yj839
wcl156,王翠兰,210202193409567432,yj839
yj831,杨杰,210203195708831529,yj839
zbr361,张丙仁,371424196307352480,yj839
yj835,杨杰,210203195708729514,yj839
dyf971,丁玉芬,210212195801574238,yj839
zjh958,赵建华,140322196003893215,yh002
wxy528,王孝云,210211196207163524,yh002
gzy799,郭志英,140322195703035476,yh002
lwl889,李旺龙,140322195610930174,yh002
sy637,石岩,210222195504045271,yh002
yj952,于洁,210224196705427810,yh002
tw255,滕雯,210213199101235741,yh002
tfg703,滕福国,210221195809076482,tw255
tfg704,滕福国,210221195809869013,tw255
tfg705,滕福国,210221195809276315,tw255
jbb153,鞠帮博,210211199703165930,yh002
lwk688,李维坤,211002195101132504,yh002
zhl639,张海龙,220183198802739246,yh002
yzy777,杨再玉,522630198602632850,yh002
xd820,辛丹,210222197007591034,yh002
zsg938,张生贵,210211195912795841,yh002
lpf512,李鹏飞,210213198801326785,yh002
wlp525,魏莉萍,654222196703672190,yh002
lssk842,刘珊珊,130626199005803942,wlp525
lssk843,刘珊珊,130626199005784021,wlp525
ww311,王微,152323197911370854,yh002
ltz879,刘桐增,132930196302032681,yh002
oy320,欧阳秋菊,430122197310791524,yh002
zjs786,周劲松,432826196911295068,yh002
cly992,陈立英,210122196803598406,yh002
jhb271,贾浩波,370902198109728491,yh002
rcw231,李秀梅,230223197308403865,yh002
cxb333,陈旭彬,510182199103734521,yh002
xt463,谢婷,510126197501369748,cxb333
xlq727,谢良全,510126195601619253,cxb333
fc191,范彩,510113196403647512,cxb333
cly466,程丽营,230624199310967130,yh002
zn023,张宁,220204196704683715,yh002
zjm733,张家铭,220211199101596208,yh002
xg0007,陈海东,230107197310406197,yh002
wpqk133,王培清,210204196302804193,xg0007
wpqk136,王培清,210204196302528193,xg0007
xg0008,袁献国,210204195612964130,yh002
xg0009,陈海东,230107197310371256,yh002
zszk542,张淑芝,220204195503579620,xg0009
yf316,殷福,230229196806341205,yh002
xgny,崔思恩,210204198310319256,yh002
cjhznb,程巨辉,230624197006516984,yh002
lzhznb,刘芝慧,522123199111609832,yh002
ttrznb,谭树元,210213195708340872,yh002
tghznb,童国华,210211195609652043,yh002
fhq520,范洪琴,230831196005429867,yh002
lhb607,李洪波,220322197304948602,yh002
lyh111,李亚辉,220322197111718023,lhb607
zz313,徐瑛,210202195412542693,yh002
zz1313,徐瑛,210202195412815209,yh002
mxy372,马学英,210202194312569802,zz1313
xmrk523,徐美茹,210221196407390527,zz1313
hlfk419,何连芳,210221196407831450,xmrk523
cyyk606,陈艳彦,210114196606719580,zz1313
zbk997,张波,210114196606548137,zz1313
qhlk820,曲红丽,210203195407125693,zz1313
zz1316,徐瑛,210202195412019358,zz1313
zz1312,徐瑛,210202195412708532,zz1313
wlsk551,王丽嵩,210203196001952371,zz1313
qhlk821,曲红丽,210203195407231564,zz1313
xxyk569,徐英,210204196206543260,zz1313
lxyk519,刘湘云,210204195209265843,zz1313
zjk524,周君,210211196509125683,yh002
xyh224,邢玉华,210203195607946025,yh002
zsz783,赵淑珍,210204195110386259,yh002
lxl322,李秀兰,210202195202419538,zsz783
gxl248,葛小玲,210202195503172859,zsz783
lyb155,李彦彬,230103195107291480,zsz783
lsq235,李淑琴,210202195403063852,zsz783
cslk396,程淑兰,210202194502836157,zsz783
wyhk287,王月虹,210202197809413892,zsz783
cslk397,程淑兰,210202194502763012,zsz783
cxhk320,程晓红,210204195709572469,zsz783
csqk895,程顺巧,210202195410569803,zsz783
zxlk968,张秀兰,210202195203754938,zsz783
msjk678,马世晶,210203196111987461,zsz783
cslk398,程淑兰,210202194502973205,zsz783
cxhk321,程晓红,210204195709692370,zsz783
yyhk303,叶彦华,232126195707723548,zsz783
csqk896,程顺巧,210202195410634905,zsz783
ljh789,李建华,210204195303397584,yh002
xgq831,薛国强,142601194901072853,yh002
lyx115,李迎歆,110102197211749026,yh002
qlb321,曹黎波,210202196305961578,yh002
qlbk321,曹黎波,210202196305568731,yh002
cxr647,陈喜荣,220402196801803297,yh002
ssj965,孙淑娟,220102196506927310,yh002
zsz789,赵淑珍,210204195110248673,yh002
tsy678,谭树元,210213195708748306,yh002
tcy718,谭成义,210211194404157293,yh002
chd0819,陈海东,230107197310763058,yh002
ljc718,李金昌,210219194910856329,yh002
gxw889,谷相武,210211194605578692,yh002
tsy666,谭树元,210213195708874592,yh002
mxl555,牟秀丽,210211195908532410,tsy666
chd0816,陈海东,230107197310945206,yh002
jhh136,姜海华,232301196512390621,yh002
zkhk906,赵克华,210211196211108453,jhh136
jhhk496,姜海华,232301196512152307,jhh136
syck234,沙迎春,210202196802051742,jhh136
cldk697,陈立东,220124196906642890,jhh136
lxfk529,李希凤,232102196907710862,jhh136
ljck717,李金昌,210219194910527813,jhh136
dxqk527,董秀琴,210212196403543820,jhh136
chd0815,陈海东,230107197310178526,yh002
lmj127,李梦军,450103196601352769,yh002
cly993,陈立英,210122196803658143,yh002
ghj987,郭慧娟,410922197109198426,yh002
wfqk335,魏凤全,230803195611817456,yh002
lsmk269,罗淑梅,230803195705604978,wfqk335
wyk573,魏妍,230803198303349681,wfqk335
lyfk527,刘永芳,220102196502271684,yh002
hyfk417,洪一峰,210281199604305769,yh002
chdk7,陈海东,230107197310745193,yh002
yhck603,杨海翠,150426198304782490,yh002
wsqk382,王淑琴,210203195903103742,yh002
tsyk666,谭树元,210213195708950863,yh002
cxrk392,陈喜荣,220402196801862134,tsyk666
ybxk625,迂佰香,220222197203059281,tsyk666
zjk811,张军,222304196204583260,ybxk625
zjk812,张军,222304196204182564,ybxk625
cxrk393,陈喜荣,220402196801587630,tsyk666
tjkk567,田金凯,150428196311207864,tsyk666
tjkk568,田金凯,150428196311062975,tjkk567
ylqk497,杨立强,150428195905152803,tjkk567
wxmk939,王晓敏,232601195807452937,tsyk666
wxmk938,王晓敏,232601195807619385,wxmk939
mxhk237,牟心华,210219195307893071,yh002
cshk099,崔韶华,210204194404804725,yh002
yhck604,杨海翠,150426198304478231,yh002
yjlk618,于金玲,230822196503792340,yh002
chdk839,陈海东,230107197310074612,yh002
mffk517,慕福凤,210203196201237154,yh002
wjxk790,王金香,210211194702013547,yh002
hgrk981,何桂茹,210203197410719025,yh002
tsyk777,谭树元,210213195708467928,yh002
czyk666,陈志玉,210222197704657483,yh002
tsyk999,谭树元,210213195708051732,yh002
tsyk888,谭树元,210213195708316207,yh002
zxhk135,张旭华,230624198401976802,yh002
symk451,宋玉梅,210204194710172346,yh002
zhyk316,朱恒玉,210213194810657208,yh002
ddyk480,董德英,210225196210253094,yh002
zjk318,邹洁,210222195805539081,yh002
zjk319,邹洁,210222195805605243,zjk318
zjk320,邹洁,210222195805309274,zjk318
cghk127,池国辉,150422196708156237,yh002
wyfk854,王艳凤,210211196401548360,yh002
slzk321,孙丽芝,210203195308081526,yh002
syk637,石岩,210222195504897546,yh002
wzlk339,王振玲,110101194910045291,syk637
hgdk184,韩贵东,142201197607620589,syk637
xjzk368,萧建忠,620502196608137269,syk637
ddlk169,董德令,210225195812984163,syk637
chdk850,陈海东,230107197310426387,syk637
syhk638,石岩,210222195504674501,syk637
chdk851,陈海东,230107197310763902,syk637
syk638,石岩,210222195504017435,syk637
zsmk218,翟所明,370304197009741293,yh002
whk818,王浩,210321198812179426,yh002
qchd859,陈海东,230107197310872354,yh002
qlsx269,李淑香,210106194802592873,yh002
qyxgjh,袁献国,210204195612972043,yh002
wsx0001,王书霞,132130197105872103,yh001
wyl001,王银龙,210304197303782691,yh001
wz8802,王祝,210304196710874206,wyl001
zsh1375,张素辉,210503196609608293,wyl001
fbq525,付宝芹,210503195404375901,zsh1375
whg118,王洪刚,232330196503431679,zsh1375
dl6058,董录,210504196010318692,zsh1375
zgx7151,张桂贤,210504196501805923,dl6058
ljy5352,李井艳,210502196001412389,dl6058
cw8333,常文,210503195905810697,zsh1375
lx3344,刘溪,210521198709981304,zsh1375
syp999,孙筱萍,210502196301587260,zsh1375
mqn001,马全宁,230103195504219468,yh001
w8068,王丽,230102195907975310,mqn001
z1270,左立娟,152123196510708152,mqn001
w7330,王爱华,152123196605142067,z1270
m6406,马晓红,230103195312571946,mqn001
xq6318,辛勤,230103195409276458,m6406
m99995,马全彬,232303196507627319,mqn001
lx9998,黄庆,432401197604764591,yh001
wh001,李红霞,420122196903027486,yh001
1,张丽,430424197708604925,wh001
xyq333,徐玉琴,350524197608526430,1
15148168666, ,072193,1
wh396,胡培成,420122196510830564,1
whrlr,任联瑞,420682198301256130,1
13851446359, ,319068,1
liu001,刘熙,430424199910923407,1
cj001,陈俊,320106196411817034,wh001
oy1517,欧阳贞冰,420122196409124783,cj001
whsgy,孙国英,232700196510843029,wh001
whgyx,郭永贤,232700196905580936,whsgy
whzy,朱瑶,232700196910561237,wh001
whlj,李键,232700196908054269,wh001
whwang,王有端,420122195501821475,wh001
whzyh,张艳辉,230221194011368529,wh001
whzyh1,张艳辉,230221194011609785,whzyh
whzsx,张淑霞,232700196407362814,whzyh
wh002,张弘韬,232700196611418952,wh001
dltsy,谭树元,210213195708014286,yh001
lzs279,林召时,370729195809582067,dltsy
zsj837,张善建,371121195502263479,dltsy
kfw368,孔凡伟,370729196402461985,dltsy
swy370,孙文艳,152103196303362947,dltsy
zhy848,张红英,210204195401678102,dltsy
yxg696,袁献国,210204195612785419,dltsy
whl231,王华玲,210221195110912086,dltsy
zhy847,张红英,210204195401851073,dltsy
wmy322,王美英,210204194108769803,zhy847
ww841,魏巍,210204197806927403,zhy847
wjm550,魏家铭,210211195201520174,zhy847
whx0722,邬会新,220621195012926084,dltsy
yhj136,于恒君,210211194509450637,dltsy
pwx169,潘文秀,210213198710453086,dltsy
lbc240,李丙铖,210212196506947521,dltsy
ccd826,陈传德,210212194712209374,lbc240
ljh429,李俊宏,210212199509058124,lbc240
yxh860,叶祥华,513022197703129384,lbc240
yhj137,于恒君,210211194509750849,dltsy
lzx517,吕中旭,210221196708249875,dltsy
lyh050,李亚辉,220322197111895374,dltsy
zsy542,张淑媛,210212194807930485,dltsy
zsy543,张淑媛,210212194807296580,zsy542
jll129,蒋丽丽,210212196010269185,zsy543
ghh529,郭恒花,210211196008685932,zsy543
fh982,范红,210202195904276981,ghh529
ljs593,刘金顺,321083197710954781,zsy543
mye883,牟月娥,210211195805248701,zsy543
ly396,芦燕,210203195209592674,zsy542
zsy545,张淑媛,210212194807584902,zsy542
xl522,薛莲,211102198303378426,dltsy
jjy619,蒋金玉,370729195410405186,dltsy
lrz576,吕日增,210221196503941653,dltsy
lhb005,李洪波,220322197304976304,dltsy
kfw414,孔凡伟,370729196402035127,dltsy
cjh160,程巨辉,230624197006680527,dltsy
yxg697,袁献国,210204195612310952,dltsy
zyl916,张红英,210204195401201594,dltsy
whl232,王华玲,210221195110943251,dltsy
qjl0122,戚金莲,210221196211019248,dltsy
ljc713,李金昌,210219194910431790,dltsy
zw767,赵伟,210211195901758134,dltsy
lfq494,赵伟,210211195901680124,dltsy
ghy135,关鸿艳,210221196303234761,dltsy
lyx431,刘一秀,210522199601465930,ghy135
dxh317,董秀红,210213197906486712,ghy135
zxs787,张小姝,210221196602415697,dxh317
mq951,苗勤,210221196703286173,ghy135
jjj620,鞠家吉,210211196404463182,ghy135
wqy827,王巧云,210221196310569481,dltsy
lqy989,李秋云,210202195505674289,dltsy
sz0001,黄春玲,230407196507679103,yh001
szzhm,张惠民,232700195311167523,sz0001
szzhj,张慧军,230103195106537014,szzhm
szgj,管健,p758673(A)083516,szzhj
szzhh,张惠红,232602196212384960,szzhj
szzhy,张会英,232602195602412807,szzhj
szbzx,班志新,210702194908302619,szzhj
szwx002,王霞,410204197402697245,szzhj
szcmj,陈明杰,210702194601435807,szzhm
szzh,张惠娟,230105195803816730,szzhm
szlxh,赖向红,440301195809748596,szzh
szlxhm,赖向辉,440504196108251809,szzh
szdww,都文文,360502196810913824,sz0001
szwhx,吴红霞,420123197007716384,sz0001
szdym,邓佑明,420112195604469387,szwhx
dww001,都文文,210106196410036451,sz0001
szzsp001,张少平,210882197110218764,sz0001
SZDSF001,段淑芳,220104195809957042,sz0001
szdsf002,段淑芳,220104195809740538,sz0001
szhbs002,何柏山,430626196811069728,sz0001
szxjr002,熊敬茹,440301198001190753,sz0001
yl001,颜利,430424198702931608,yh001
yhy001,郑丽英,230121196809785321,yh001
zdc188,郑殿才,230103196208374219,yhy001
lyh188,李艳华,230108196407859413,zdc188
wxr188,王秀荣,230108196208790243,zdc188
lh188,郎珩,230103199008528397,zdc188
qys188,乔艳双,230108196111625137,zdc188
sxf1888,宋雪峰,222426198406691583,zdc188
hpy188,候丕玉,230108196302746189,zdc188
hmj1888,侯美佳,230108198404840926,hpy188
hpy199,侯丕玉,230108196302198627,hmj1888
wqj168,魏庆军,231083196602104859,yhy001
jql168,金庆兰,231083196303875214,wqj168
dh168,丁慧,231083197105530948,wqj168
dy188,丁颍,231083196311032891,wqj168
dw168,丁伟,231083196809536247,wqj168
llj188,卢丽杰,211222196412658127,wqj168
ddc168,丁徳彩,231083194011648210,wqj168
zxl188,朱锡兰,231083193902560712,wqj168
wfy188,王凤义,230304197209419685,yhy001
mqc188,孟庆才,230231196803427659,yhy001
wsy188,吴士友,231005196612094263,yhy001
ydy188,于代永,230281198204869215,wsy188
wxq188,王小琴,362203197511230498,wsy188
wxc188,王小春,362203197904065728,wsy188
csp188,曹淑平,362222197811397415,wxc188
wq188,王庆,362203198701604275,wsy188
wbb188,王柏波,230122195703576802,wsy188
yhl188,杨宏丽,231083197505603479,wsy188
dbl188,党保利,211325197308698134,wsy188
syb188,邵宇斌,210105198303704352,wsy188
tj188,汤郡,211282198310823690,wsy188
yxl188,杨小丽,230521197710840397,wsy188
lyx188,刘英贤,230502196112937518,wsy188
dhc188,但惠成,230104195303513206,yhy001
yanh188,李艳华,230108196407987621,dhc188
xza188,许作安,231083196608560741,yhy001
wyl188,王永玲,230103196405163289,yhy001
lzj199,刘占军,130984197106786153,yhy001
wcp199,吴传平,232622196803315802,yhy001
zqy188,邹庆勇,230121198006546803,yhy001
txy199,田秀彦,230834197207713046,yhy001
fhw199,付红伟,230803196703731520,txy199
jjp199,矫金苹,232700197105012564,yhy001
jhd166,金海迪,152127198405075296,jjp199
cxj166,曹秀杰,232700197511042167,jjp199
zy166,张岩,230227196603287540,jjp199
gdp166,郭栋萍,232700197303368957,jjp199
mdd199,马丹丹,230103198306234958,yhy001
mzl199,孟兆龙,231027196410695843,yhy001
gs0593,葛绅,230203199309150678,mzl199
lsm199,李淑敏,230203196902493521,mzl199
gs680,葛绅,230203199309032198,mzl199
lsl369,李士林,211003196304307164,mzl199
wxs369,王显双,211021195404127549,lsl369
lsj369,李士军,211003195501108763,lsl369
hbm369,韩宝明,211011197211192438,lsl369
fch369,冯春华,211021196401501423,lsl369
qzp369,曲志萍,211021197403517469,fch369
mj369,马静,211021197106496580,qzp369
lyl199,刘亚玲,230223197707859763,mzl199
lyl119,刘亚玲,230223197707024976,mzl199
msx199,孟淑香,231027196803710829,mzl199
msq199,孟淑清,231027196305842390,mzl199
mengzl199,孟兆龙,231027196410419752,mzl199
heb,郑丽英,230121196809251740,yhy001
lcy199,李春艳,230107197108691734,yhy001
wchp199,吴传平,232622196803214076,yhy001
jzs188,金忠生,230108196408364157,yhy001
fdx199,冯东霞,152104197103713986,yhy001
xgm199,徐广明,230834195601872439,yhy001
wjs188,王金盛,230108196401725319,yhy001
xcx199,徐纯霞,230104196902528739,yhy001
cjw199,常建伟,411123197902723405,yhy001
mjq199,马俊强,142623198009254136,yhy001
xgm2199,徐广明,230834195601481072,yhy001
xmj199,徐敏娇,230522198501156893,yhy001
zj199,李志军,132335197110934627,yhy001
